model,region,scenario,unit,variable,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Unknown,COD,Historical,"national currency, constant prices",GDP,112.80626723743964,113.82152364257658,113.2524160243637,114.8379498487048,120.35017144144263,120.95192229864982,126.63666264668635,130.05585253814687,130.7061318008376,129.0069520874267,120.49249324965653,110.37112381668538,98.78215581593342,85.44656478078241,80.23432432915469,82.48088541037102,80.91374858757396,74.6024761977432,71.69297962603122,68.96864640024202,63.38218604182242,62.05116013494415,63.850643778857524,67.42627983047355,71.94384057911527,76.3324148544413,80.37803284172668,85.44184891075545,90.7392435432223,93.37068160597573,100.0,106.89999999999999,114.48989999999999,124.22154149999999,136.0225879425,145.40814651053248,148.89794202678524,154.40716588177628,163.36278150291932,170.55074388904777,173.45010653516155,183.33676260766575,195.07031541455638,208.53016717816075,222.50168837909752,237.63180318887615,253.31550219934198,270.03432534449854,287.8565908172355,306.855125811173,327.10756411471044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,DNK,Historical,"national currency, constant prices",GDP,57.87990458911151,57.47474525698773,59.60131083149627,61.150944913115175,63.719284599466015,66.26805598344465,69.51519072663343,69.72373629881332,69.72373629881332,70.1420787166062,71.1942098973553,72.19092883591827,73.63474741263664,73.63474741263664,77.53738902550639,79.86351069627158,82.17955250646344,84.89147773917672,86.75909024943861,89.27510386667232,92.5782827097392,93.31890897141712,93.78550351627419,94.16064553033928,96.70298295965843,98.92715156773056,102.78531047887205,103.71037827318189,103.19182638181597,98.13542688910698,100.0,101.29999999999998,101.50259999999999,102.41612339999998,104.05478137439998,106.44804134601117,109.85437866908353,112.93030127181787,115.18890729725423,117.60787435049656,115.13810898913613,119.85877145769071,122.61552320121758,124.69998709563828,126.94458686335977,129.22958942690025,131.55572203658446,133.923725033243,136.33435208384137,138.78837042135052,141.28656108893483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,DJI,Historical,"national currency, constant prices",GDP,,,,,,,,,,,84.05754720219572,80.27495757809692,80.7566073235655,75.26515802556304,74.21144581320516,71.61404520974298,68.96432553698249,68.13675363053869,68.20489038416922,70.18283220531012,70.67411203074728,71.94624604730073,74.24852592081436,76.62447875028042,78.76996415528828,81.2118330441022,85.11000103021911,89.36550108173007,94.54870014447042,96.06147934678195,100.0,107.3,112.4504,118.07292000000001,126.45609732000001,136.19321681364002,145.59054877378117,153.015666761244,166.02199843594974,176.97945033272242,178.74924483604966,185.89921462949164,191.47619106837638,201.05000062179522,213.11300065910294,225.89978069864912,239.4537675405681,253.82099359300219,269.0502532085823,285.19326840109727,302.3048645051631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,DMA,Historical,"national currency, constant prices",GDP,39.8202622310441,44.12085055199686,45.929805424628725,47.12398036566907,49.103187541027175,49.790632166601554,53.325767050430265,56.68529037460737,61.106743023826745,60.98452953777909,64.27769413281916,65.11330415654581,66.41557023967673,67.87671278494962,67.87671278494962,69.91301416849811,72.08031760772154,73.66608459509142,76.4653958097049,76.77125739294372,78.53699631298143,78.45845931666845,76.26162245580173,81.14236629297304,83.6577796480552,84.24338410559157,88.20282315855437,93.84780384070186,100.51099791339169,99.30486593843099,100.0,99.8,98.70219999999999,97.715178,102.405506544,99.640557867312,102.43049348759673,95.67008091741535,99.01853374952488,106.44492378073924,94.73598216485793,98.24121350495767,104.9216160232948,110.16769682445955,115.2354108783847,119.96006272439847,122.95906429250842,126.03304089982112,129.18386692231664,132.41346359537454,135.72380018525888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,DOM,Historical,"national currency, constant prices",GDP,28.238942226157555,29.453216741882326,29.953921426494322,31.331801812113063,31.739115235670532,31.07259381572145,32.1601345992717,35.40830819379814,36.1872909740617,37.77953177692042,35.701657529189795,36.0229724469525,40.05754536101119,43.021803717726016,44.140370614386896,46.65637173940695,49.45575404377137,53.85731615366702,57.46575633596271,60.856235959784506,63.716479049894374,65.30939102614172,68.2483136223181,67.36108554522795,69.11247376940388,75.60904630372785,82.56507856367082,88.67489437738247,91.51249099745871,92.33610341643583,100.0,103.1,105.88369999999999,111.07200129999998,118.95811339229998,127.16622321636866,135.68636017186535,142.063619099943,152.00807243693902,159.7604841312229,149.056531694431,167.390485092846,176.59696177295254,185.42680986160016,194.69815035468017,204.4330578724142,214.65471076603492,225.3874463043367,236.65681861955355,248.48965955053123,260.9141425280578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,ECU,Historical,"national currency, constant prices",GDP,43.39790662142616,45.090424979661776,45.631510079417716,44.35382779719402,46.216688564676176,48.25022286152193,49.745979770229106,46.76122098401536,51.67114918733697,51.82616263489898,53.38094751394595,56.10337583715719,58.12309736729485,59.28555931464074,61.83483836517029,63.2570396475692,64.33240932157787,67.0987029224057,69.31296011884508,66.05525099325936,66.78185875418521,69.45313310435262,72.30071156163106,74.2528307737951,80.3415628972463,84.59966573080035,88.32205102295558,90.2651361454606,96.04210485877009,96.61835748792271,100.0,107.89999999999999,113.94239999999999,119.52557759999998,124.06754954879997,124.19161709834876,122.70131769316858,125.64614931780463,127.27954925893607,127.27954925893607,117.35174441673907,122.2805176822421,125.82665269502712,129.22397231779286,132.84224354269105,136.5618263618864,140.38555750001922,144.31635311001975,148.3572109971003,152.51121290501914,156.78152686635968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,EGY,Historical,"national currency, constant prices",GDP,24.30905293311209,24.843852097640553,26.657453300768314,29.029966644536692,31.352363976099628,33.672438910331,35.28871597802689,36.806130765082045,38.27837599568533,39.42672727555589,40.33354200289367,41.18054638495443,41.30408802410929,42.50190657680846,44.28698665303442,46.27990105242096,48.547616203989584,51.41192556002497,55.26781997702684,58.63915699562548,61.80567147338925,63.96886997495787,66.01587381415652,68.12838177620954,70.92164542903413,74.11311947334066,79.15281159752783,84.7726612209523,90.87629282886087,95.14747859181732,100.0,101.8,104.0396,107.47290679999999,110.58962109719998,115.45556442547678,120.42015369577227,125.35737999729892,132.00132113715574,139.39339512083646,144.41155734518657,149.1771387375777,157.97858992309477,165.87751941924952,175.00078298730824,185.15082840057212,195.88957644780533,207.44706145822582,219.68643808426114,232.64793793123255,246.37416626917525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,SLV,Historical,"national currency, constant prices",GDP,60.73980830328626,57.27763922999894,53.66914795850901,54.47418517788664,55.18234958519916,55.51344368271036,55.62447057007578,57.015082334327666,58.09836889867989,58.679352587666685,61.49596151187469,62.41840093455281,66.78768899997151,70.66137496196986,73.98245958518244,77.45963518568601,78.0793122671715,80.49977094745381,82.67326476303505,84.49207658782183,85.42148943028786,86.19028283516045,87.56932736052302,88.97043659829139,89.771170527676,92.19499213192324,96.15937679359594,97.98640495267425,100.0441194566804,97.94319294809011,100.0,103.8,106.7064,109.0539408,110.9078577936,113.5696463806464,116.40888754016255,119.08629195358628,121.94436296047236,125.11491639744465,115.23083800204653,127.09961431625732,130.91260274574503,133.92359260889717,136.8699116462929,139.60730987921877,142.39945607680315,145.24744519833922,148.152394102306,151.11544198435212,154.13775082403916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GNQ,Historical,"national currency, constant prices",GDP,0.6540188528525683,0.6919519463180174,0.7071748891370138,0.7425336335938645,0.7499589699298032,0.8467036770507478,0.8272294924785806,0.8636275901476381,0.8869455350816243,0.8763021886606448,0.8982097433771609,0.887431226456635,1.1802835311873245,1.3042133019619935,1.5233211366916084,1.9270012379148849,2.9425308902960294,7.297476607934152,9.107250806701822,11.511565019671103,24.23184436640767,38.770950986252274,46.370057379557714,53.09371569959358,69.23420527227003,74.91141010459619,79.78065176139494,91.98709148088837,108.36079376448649,109.7694840834248,100.0,106.5,115.3395,110.6105805,111.053022822,100.94719774519801,92.06384434362059,86.8162052160342,81.43360049264008,76.54758446308168,72.79675282439067,70.24886647553699,74.53404733054474,72.37255995795894,64.04971556279366,62.44847267372382,59.63829140340625,59.04190848937218,58.45148940447846,57.86697451043367,57.288304765329336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,ERI,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,59.43755976102256,67.10500497019447,81.12995100896512,82.99593988217131,90.5485704114489,97.70190747395337,99.65594562343244,99.85525751467931,87.47320558285908,95.17084767415069,98.02597310437521,95.37927183055707,96.80996090801543,99.32701989162383,98.3337496927076,99.7104221884055,80.36660028385484,90.17132551848512,100.0,125.70000000000002,128.0883,114.63902850000001,150.0624883065,119.14961571536101,127.96668727829773,115.17001855046796,130.14212096202877,135.08752155858588,134.27699642923437,138.17102932568216,144.6650677039892,149.8730101413328,155.4183115165621,161.3242073541915,167.45452723365077,173.8177992685295,180.42287564073365,187.27894491508152,194.39554482185463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,EST,Historical,"national currency, constant prices",GDP,,,,,,,,,,,,,,52.51165377073782,51.671467310406015,52.80823959123495,55.39584333120546,62.59730296426217,65.28898699172544,65.02783104375854,71.59564197917815,75.89138049792885,81.05199437178801,87.2119459440439,93.1423582682389,101.99088230372159,111.98598876948631,120.49692391596727,114.35158079625293,97.65625,100.0,107.3,110.7336,112.39460399999999,115.76644212,117.96600452027998,121.74091666492895,128.80188983149483,134.0827673145861,139.5801607744841,135.3927559512496,146.63035469520332,146.92361540459373,150.1559349434948,155.8618604713476,161.47288744831613,166.80149273411055,172.3059419943362,177.99203808014929,183.8657753367942,189.9333459229084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,ETH,Historical,"national currency, constant prices",GDP,26.568440273048985,26.568440273048985,26.834124675779474,28.927186400490275,28.261861113278997,25.04000894636519,27.468889814162615,31.28706549833122,31.474787891321206,31.3174139518646,32.13166671461308,29.81818671116094,27.16436809386762,30.804393418445876,31.88254718809148,33.827382566565056,38.39407921305134,39.46911343101678,37.81141066691407,40.19352953892965,44.132495433744765,47.39830009584188,48.15667289737535,47.14538276653047,52.66139255021453,59.29672801154155,66.11585173286883,73.91752223734737,82.19628472793029,90.41591320072332,100.0,111.4,121.0918,133.0798882,146.7871166846,162.0529768197984,175.0172149653823,192.8689708918513,207.71988165052383,226.414670999071,240.22596593001433,255.36020178360522,265.06388945138224,280.172531150111,298.1035731437181,318.374616117491,340.66083924571535,364.5070979929154,390.0225948524195,417.3241764920889,446.5368688465351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,FJI,Historical,"national currency, constant prices",GDP,52.75094235218814,55.91599889331943,55.30092290549292,52.97828414346221,58.329090841951896,56.11258538995772,59.816016025694935,55.509262871844896,57.45208707235946,65.43792717541743,69.23332695159165,67.36402712389868,71.47323277845649,73.33153683069636,77.07144520906188,79.0753027844975,82.87091731815337,80.88201530251769,81.9334815014504,89.06169439207659,87.54764558741128,89.21105085357209,92.0658044808864,92.8023309167335,97.8136567862371,96.54207924801602,98.37637875372832,97.49099134494476,98.46590125839421,97.08737864077669,100.0,102.69999999999999,104.13779999999998,109.03227659999997,115.13808408959999,120.31929787363198,123.20696102259915,129.86013691781952,134.79482212069667,134.25564283221388,113.84878512171737,109.29483371684867,116.72688240959438,125.71485235513315,133.76060290586167,139.77983003662544,144.5323442578707,149.4464439626383,154.52762305736803,159.78156224131854,165.21413535752336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,FIN,Historical,"national currency, constant prices",GDP,49.22745215300807,49.86740903099717,51.41329871095808,53.00711097099778,54.70333852206971,56.617955370342145,58.14664016534138,60.239919211293675,63.37239501028095,66.60438715580527,66.73759593011688,62.80007777023998,60.72767520382206,60.30258147739531,62.71468473649112,65.34870149542375,67.76660345075443,72.03589946815195,75.99787393890031,79.34178039221193,83.94360365496023,86.1261373499892,87.590281684939,89.34208731863778,92.9157708113833,95.51741239410204,99.33810888986612,104.60302866102901,105.43985289031724,96.89922480620154,100.0,102.49999999999999,101.06499999999998,100.15541499999998,99.75479333999998,100.25356730669996,103.06066719128756,106.35860854140877,107.52855323536426,108.81889587418863,106.31606126908228,109.82449129096199,111.58168315161738,113.47857176519487,115.0672717699076,116.5631463029164,118.07846720485429,119.61348727851738,121.1684626131381,122.74365262710889,124.33932011126129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,FRA,Historical,"national currency, constant prices",GDP,56.25309977532046,56.871883872848976,58.236809085797354,58.99388760391271,59.99678369317922,60.956732232270085,62.35873707361229,63.98006423752621,66.92314719245242,69.93468881611277,72.03272948059615,72.6810240459215,73.77123940661032,73.32861197017066,75.01517004548457,76.66550378648523,77.73882083949603,79.52681371880443,82.3897790126814,85.10864172009988,88.59809603062398,90.37005795123646,91.36412858870005,92.09504161740966,94.48951269946231,96.09583441535317,98.59432611015235,100.96058993679601,101.0615505267328,98.23182711198429,100.0,102.2,102.6088,103.22445280000001,104.25669732800002,105.29926430128002,106.35225694429282,108.90471111095584,110.86499591095306,112.86056583735021,103.8317205703622,111.09994101028755,114.32183929958587,115.92234504978008,117.66118022552676,119.30843674868414,120.97875486316572,122.67245743125004,124.38987183528754,126.13133004098157,127.89716866155531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GAB,Historical,"national currency, constant prices",GDP,62.791555558118546,60.2798933357938,62.751368962561344,64.00639634181258,67.14270976256138,71.03698692878994,69.54521020328535,58.83524783197941,60.894481506098685,70.27223165803788,73.8561154725978,78.36133851642627,75.93213702241705,78.89349036629132,81.81254950984409,85.9031769853363,88.99569135680841,94.06844576414649,97.3608413658916,88.69572648432725,87.01050768112503,88.83772834242865,89.0154037991135,90.52866566369842,91.52448098599909,90.7922851381111,89.06723172048699,94.67846731887767,96.28800126329858,94.07337723424271,100.0,107.1,112.77629999999999,118.97899649999998,124.21407234599998,129.05842116749398,131.76864801201134,132.42749125207138,133.48691118208794,138.69290071818935,136.05773560454375,137.28225522498462,140.9888761160592,145.78249790400523,151.0306678285494,156.7698332060343,162.7270868678636,168.9107161688424,175.32932338325844,181.99183767182225,188.9075275033515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GMB,Historical,"national currency, constant prices",GDP,37.7418773784423,34.15639902749028,41.26093002520826,46.83115557861138,43.27198775463692,44.82977931380385,45.90569401733514,47.19105344982053,47.99330135846748,50.05701331688157,52.91026307594382,54.07428886361458,55.04762606315965,57.13943585355972,55.196695034538685,57.01818597067846,58.67171336382813,59.49311735092173,63.36016997873164,67.41522085737047,71.12305800452584,75.24819536878834,72.84025311698711,77.86623058205922,83.31686672280337,81.31726192145608,80.82935834992735,83.25423910042517,88.49925616375195,94.42870632672333,100.0,91.9,96.67880000000001,99.4824852,98.0897304072,102.11140935389518,104.05152613161918,109.04599938593691,116.89731134172438,124.14494464491129,123.89665475562147,130.83486742193628,138.1616199975647,146.72764043741373,156.2649370658456,165.32830341566466,173.5947185864479,182.2744545157703,191.38817724155882,200.95758610363677,211.00546540881862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GEO,Historical,"national currency, constant prices",GDP,,,,,,,,,,,146.05611467086243,115.23827447531045,63.49628923589605,44.89187648977851,40.223121334841544,41.26892248954743,45.602159350949904,50.390386082799644,51.95248805136643,53.45911020485605,54.42137418854346,57.033600149593546,60.17044815782119,66.84936790333934,70.72663124173303,77.51638784093942,84.80292829798773,95.48809726353419,97.77981159785901,94.16195856873823,100.0,107.4,114.27360000000002,118.38744960000002,123.59649738240003,127.30439230387204,130.9962196806843,137.28403822535716,143.87367206017433,151.06735566318306,140.79477547808662,155.43743212780765,160.4114299558975,169.71529289333955,178.5404881237932,187.82459350623046,197.59147236855446,207.8662289317193,218.67527283616872,230.0463870236495,242.00879914887926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,DEU,Historical,"national currency, constant prices",GDP,60.530245473804705,60.590775719278504,60.106049513524276,61.06774630574066,62.777643202301405,64.15875135275203,65.69856138521808,66.68403980599635,69.1513492788182,71.8482519006921,75.94360225903155,79.74078237198313,81.2558572370508,80.4432986646803,82.37393783263263,83.60954690012211,84.27842327532309,85.79543489427891,87.5113435921645,89.1740591204156,91.76010683490765,93.32002865110107,93.13338859379887,92.48145487364228,93.59123233212598,94.24637095845085,97.82773305487198,100.76256504651815,101.77019069698333,95.96928982725528,100.0,103.89999999999999,104.31559999999999,104.73286239999999,107.03698537279999,108.64254015339198,111.0326760367666,114.03055828975928,115.28489443094662,116.55302826968702,111.19158896928141,114.30495346042129,116.70535748309013,119.85640213513355,121.65424816716055,123.3574076415008,124.83769653319881,126.21091119506399,127.59923121820968,129.00282276160996,130.42185381198766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GHA,Historical,"national currency, constant prices",GDP,29.1518734085312,28.044102219007012,25.71644173482943,24.122022347270004,26.389492447913387,28.078419964579844,29.819282002383797,31.817173896543512,33.88529019981884,35.41012825881069,36.684892876127876,38.44576773418201,40.1758272822202,42.10426699176677,43.5779163364786,45.408188822610704,47.58778188609602,50.34787323548959,52.86526689726407,55.24420390764095,57.23299524831603,59.40784906775204,62.14061012486864,65.30978124123693,68.83650942826372,73.10437301281608,77.34442664755942,80.51554814010935,87.7619474727192,92.76437847866418,100.0,113.9,123.46760000000002,132.35726720000002,136.19562794880002,139.0557361357248,143.78363116433945,155.43010528865094,165.0667718165473,175.79611198462285,176.49929643256135,183.91226688272894,193.47570476063086,203.34296570342303,214.12014288570444,225.68263060153248,234.9356184561953,252.55578984040994,271.4974740784407,291.8597846343237,313.74926848189796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GRC,Historical,"national currency, constant prices",GDP,61.63800378150348,60.651795720999424,59.98462596806843,59.324795082419676,60.51129098406807,62.024073258669766,62.334193624963106,60.900507171588956,63.519228979967274,65.93295968120603,65.93295968120603,67.9768814313234,68.45271960134266,67.35747608772118,68.70462560947561,70.14742274727459,72.18169800694555,75.42987441725809,78.37163951953116,80.80116034463661,83.95240559807743,87.3944542275986,90.80283794247494,96.0694025431385,100.96894207283854,101.57475572527558,107.36451680161628,110.9075458560696,110.5748232185014,105.82010582010582,100.0,89.9,83.51710000000001,81.4291725,81.8363183625,81.672645725775,81.26428249714613,82.15818960461472,83.55487882789316,85.05886664679524,77.40356864858367,83.82806484641611,86.76204711604066,89.01786034105773,90.79821754787888,92.25098902864494,93.54250287504597,94.66501290954652,95.80099306446108,96.95060498123462,98.11401224100943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GRD,Historical,"national currency, constant prices",GDP,37.849389723622615,38.379281179753335,39.95283170812322,41.271275154491285,42.922126160670935,45.49745373031119,48.86426530635423,53.31091344923246,54.8569299392602,56.94149327695209,59.33303599458408,60.16369849850826,59.682388910520196,58.48874113230979,59.54153847269137,60.85145231909058,63.52891622113057,66.64183311596597,74.50556942364996,79.72095928330546,83.78672820675403,82.11099364261895,84.902767426468,92.96853033198246,92.41071914999057,104.70134479693931,100.51329100506173,106.64460175637049,107.60440317217781,100.50251256281408,100.0,100.8,99.5904,101.98056960000001,109.4251511808,116.42836085637121,120.73621020805695,126.04860345721146,131.59474200932877,132.51590520339406,114.22871028532568,120.62551806130392,124.96803671151086,129.46688603312526,134.51609458841713,139.22415789901171,143.6793309517801,147.70235221842992,151.83801808054596,156.08948258680127,160.4599880992317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GTM,Historical,"national currency, constant prices",GDP,45.8432123630512,46.11827163722951,44.504132129926475,43.39152882667831,43.6084864708117,43.34683555198683,43.39018238753881,44.952228953490206,46.70536588267632,48.52687515210069,50.03120828181581,51.53214453027028,53.902623178662715,55.73531236673725,57.686048299573045,60.22423442475426,61.910512988647376,64.44884402118191,67.41349084615628,69.90779000746406,71.65548475765065,73.37521639183427,76.45697548029132,78.44485684277889,80.79820254806226,83.30294682705218,87.96791184936711,93.24598656032914,96.69608806306131,97.27626459143968,100.0,104.4,107.6364,111.40367399999998,116.30543565599999,121.07395851789597,124.34295539787915,128.1975870152134,132.42810738671542,137.59280357479733,135.52891152117536,146.3712244428694,152.22607342058419,157.70621206372522,163.2259294859556,168.93883701796403,174.85169631359275,180.97150568456848,187.30550838352838,193.86120117695185,200.64634321814515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GIN,Historical,"national currency, constant prices",GDP,37.04120547558681,37.263452708440326,37.93419485719225,38.427339390335746,38.96532214180045,40.91358824889048,42.18190948460608,43.57391249759808,46.31906898494675,48.17183174434462,50.24322050935144,51.49930102208522,53.19877795581403,55.85871685360473,58.09306552774893,60.82343960755312,63.56049438989301,66.86564009816745,69.27280314170147,71.90516966108613,73.70279890261328,76.42980246200997,80.4041521900345,81.36900201631491,83.24048906269014,85.73770373457086,87.88114632793513,93.59342083925091,97.43075109366019,95.96928982725528,100.0,105.60000000000001,111.8304,116.19178559999999,120.49088166719999,125.06953517055359,138.57704496897338,152.85048060077764,162.63291135922742,171.74035439534416,182.7317370766462,190.40647003386533,199.54598059549087,211.11964747002935,224.42018526064118,235.86561470893386,247.89476105908946,260.537393873103,273.8248009606312,287.7898658096234,302.4671489659142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GNB,Historical,"national currency, constant prices",GDP,46.519297907734725,46.28670141819605,48.230742877760285,46.59089761991643,49.15339698901183,51.26699305953934,50.754323128943945,53.596565224164806,54.668496528648106,56.25388292797889,58.84156154266592,63.13699553528053,65.09424239687422,66.59140997200232,68.58915227116239,71.33271836200889,73.97202894140321,78.41035067788741,60.846432126040625,71.06863272321544,71.85038768317081,75.29920629196302,78.08527692476564,77.85102109399133,78.78523334711923,83.9850587480291,86.25265533422588,88.49522437291576,92.47750946969695,94.69696969696969,100.0,108.1,106.2623,109.76895589999998,110.86664545899998,117.62951083199897,123.8638749060949,129.80934090158746,134.22285849224144,140.2628871243923,142.36683043125817,147.776769987646,153.39228724717654,160.29494017329947,168.30968718196445,176.72517154106268,185.56143011811582,194.8395016240216,204.58147670522268,214.81055054048383,225.55107806750803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,GUY,Historical,"national currency, constant prices",GDP,67.98890318404071,68.39683660314495,62.30951814546505,55.14392355873657,56.30194595347003,56.52715373728391,56.41409942980934,56.35768533037953,52.97622421055676,50.38038922423947,48.86897754751229,51.801116200363026,55.841603263991345,60.42061473163864,65.55636698382793,68.89974170000315,74.4117210360034,79.02524774023561,77.6818185286516,80.01227308451115,78.9721135344125,80.78847214570398,81.67714533930672,81.10540532193157,82.40309180708248,80.8374330627479,84.96014214894804,90.9073520993744,92.7254991413619,95.78544061302682,100.0,105.4,110.67000000000002,114.76479,116.71579143,117.53280197000998,121.99904844487037,126.51301323733057,132.07958581977311,139.21188345404087,199.76905275654866,239.52309425510185,352.5779947435099,474.21740293002085,490.81501203257153,508.97516747777667,527.8072486744544,547.3361168754092,567.5875531997992,588.5882926681918,610.3660594969149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,HTI,Historical,"national currency, constant prices",GDP,86.00050732512253,86.94651290569887,84.51201054433929,83.2443303861742,83.41081904694654,84.07810559932211,84.33033991612007,83.99301855645558,84.49697666779431,83.56750992444857,83.23323988475077,84.31527200325253,82.37602074717772,78.339595730566,69.25220262582035,76.10817068577656,79.22860568389339,81.3677780373585,83.15786915418039,85.40313162134325,86.17175980593532,85.91324452651752,86.8582902163092,89.89833037388001,88.72965207901957,91.48027129346917,93.12691617675162,97.50388123705893,100.13648603045952,106.04453870625663,100.0,105.1,105.62549999999999,110.16739649999998,112.04024224049996,114.95328853875297,117.02244773245053,119.94800892576178,121.98712507749973,119.91334395118223,115.95620360079322,113.86899193597894,114.21059891178686,115.80954729655188,117.66250005329671,119.66276255420274,121.69702951762417,123.76587901942378,125.86989896275396,128.00968724512077,130.1858519282878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
